1,7,600.3,427.7,53.5,40.9,-1,-1,-1,-1
1,5,661.8,232.1,48.4,43.7,-1,-1,-1,-1
1,3,1034.8,361.2,98.2,67.2,-1,-1,-1,-1
1,2,722.6,286.9,73.9,80.5,-1,-1,-1,-1
2,7,601.4,428.0,52.1,40.1,-1,-1,-1,-1
2,5,663.9,237.6,48.7,42.2,-1,-1,-1,-1
2,3,1016.7,352.5,91.1,62.1,-1,-1,-1,-1
2,2,724.5,288.8,76.6,85.3,-1,-1,-1,-1
3,7,602.5,427.5,51.6,40.2,-1,-1,-1,-1
3,5,667.4,241.2,47.8,41.4,-1,-1,-1,-1
3,3,1001.0,344.3,84.3,57.7,-1,-1,-1,-1
3,2,726.7,292.3,81.0,89.5,-1,-1,-1,-1
4,7,601.2,427.1,51.9,40.1,-1,-1,-1,-1
4,5,670.6,245.6,47.3,41.5,-1,-1,-1,-1
4,3,985.7,335.3,78.3,53.9,-1,-1,-1,-1
4,2,730.6,296.2,83.3,92.4,-1,-1,-1,-1
5,7,601.9,427.7,51.7,39.9,-1,-1,-1,-1
5,5,675.3,249.8,47.3,41.6,-1,-1,-1,-1
5,3,971.7,327.2,72.5,50.0,-1,-1,-1,-1
5,2,733.7,300.0,85.1,95.5,-1,-1,-1,-1
6,7,602.0,427.8,51.2,39.4,-1,-1,-1,-1
6,5,678.0,253.0,47.8,41.4,-1,-1,-1,-1
6,3,956.2,320.3,67.6,46.8,-1,-1,-1,-1
6,2,737.6,301.9,87.8,99.9,-1,-1,-1,-1
7,7,600.0,428.2,52.5,40.0,-1,-1,-1,-1
7,5,682.2,256.9,48.5,41.5,-1,-1,-1,-1
7,3,941.8,313.7,64.8,44.8,-1,-1,-1,-1
7,2,741.6,304.7,90.6,104.5,-1,-1,-1,-1
8,7,599.1,427.8,53.8,41.1,-1,-1,-1,-1
8,5,685.2,259.9,49.7,42.3,-1,-1,-1,-1
8,3,932.1,307.9,60.1,42.4,-1,-1,-1,-1
8,2,743.7,307.0,93.3,109.0,-1,-1,-1,-1
9,7,599.1,427.4,54.3,41.5,-1,-1,-1,-1
9,5,689.1,263.2,50.2,43.4,-1,-1,-1,-1
9,3,921.2,302.2,56.7,40.3,-1,-1,-1,-1
9,2,746.0,327.9,97.7,102.6,-1,-1,-1,-1
10,7,599.4,427.7,53.9,41.3,-1,-1,-1,-1
10,5,692.2,266.0,50.4,44.9,-1,-1,-1,-1
10,3,907.5,295.4,55.5,38.9,-1,-1,-1,-1
10,2,750.2,336.9,97.6,100.5,-1,-1,-1,-1
11,7,599.2,427.5,54.4,41.9,-1,-1,-1,-1
11,5,695.0,269.2,51.3,46.2,-1,-1,-1,-1
11,3,896.6,288.8,52.2,36.9,-1,-1,-1,-1
11,2,755.2,341.6,98.1,101.1,-1,-1,-1,-1
12,7,599.9,427.2,53.7,41.9,-1,-1,-1,-1
12,5,697.5,274.0,51.2,46.6,-1,-1,-1,-1
12,3,886.1,282.8,49.8,35.4,-1,-1,-1,-1
12,2,760.4,345.9,99.3,103.9,-1,-1,-1,-1
13,7,598.9,427.1,54.2,42.0,-1,-1,-1,-1
13,5,701.9,279.0,52.7,47.3,-1,-1,-1,-1
13,3,875.1,277.4,47.9,33.9,-1,-1,-1,-1
13,2,764.9,348.9,99.6,107.7,-1,-1,-1,-1
14,19,765.5,352.8,105.5,115.6,-1,-1,-1,-1
14,14,624.4,201.9,36.0,31.5,-1,-1,-1,-1
14,7,598.4,427.0,54.5,42.1,-1,-1,-1,-1
14,5,705.9,283.4,54.0,48.1,-1,-1,-1,-1
14,3,866.1,271.6,45.6,32.9,-1,-1,-1,-1
14,2,768.4,354.4,101.0,111.8,-1,-1,-1,-1
15,19,769.1,357.5,105.1,119.1,-1,-1,-1,-1
15,14,627.1,203.6,37.5,32.3,-1,-1,-1,-1
